	blast_score	multiblast_score	n_hits	normalized_score	qry_cluster	qry_gene	qry_gene_end	qry_gene_start	qry_gene_strand	qry_genes_len	qry_strain	ref_cluster	ref_genes_len	ref_strain	svg
170	1446	1.0	1	0.14285714285714285	LWBM01000026.1.region008	nohomolog	2313	1599	-1	2	antismash_GCA_001630395	CH476603.1.region003	19	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_2
171	X	X	X	X	X	EAU32673	58494	56949	1	X	NIH	CH476603.1.region003	X	NIH	X
172	X	X	X	X	X	EAU32672	55283	54352	-1	X	NIH	CH476603.1.region003	X	NIH	X
173	X	X	X	X	X	EAU32671	52622	51911	-1	X	NIH	CH476603.1.region003	X	NIH	X
174	X	X	X	X	X	EAU32670	50971	49708	-1	X	NIH	CH476603.1.region003	X	NIH	X
175	X	X	X	X	X	EAU32669	46147	45056	-1	X	NIH	CH476603.1.region003	X	NIH	X
176	X	X	X	X	X	EAU32668	42927	41191	-1	X	NIH	CH476603.1.region003	X	NIH	X
177	X	X	X	X	X	EAU32667	41071	39728	1	X	NIH	CH476603.1.region003	X	NIH	X
178	X	X	X	X	X	EAU32666	39426	31855	1	X	NIH	CH476603.1.region003	X	NIH	X
179	X	X	X	X	X	EAU32665	31190	29778	-1	X	NIH	CH476603.1.region003	X	NIH	X
180	X	X	X	X	X	EAU32664	29340	28615	-1	X	NIH	CH476603.1.region003	X	NIH	X
181	X	X	X	X	X	EAU32663	27472	19632	-1	X	NIH	CH476603.1.region003	X	NIH	X
182	X	X	X	X	X	EAU32662	19097	18025	-1	X	NIH	CH476603.1.region003	X	NIH	X
183	X	X	X	X	X	EAU32661	17249	15253	1	X	NIH	CH476603.1.region003	X	NIH	X
184	X	X	X	X	X	EAU32660	9974	9251	-1	X	NIH	CH476603.1.region003	X	NIH	X
185	X	X	X	X	X	EAU32659	8086	6195	-1	X	NIH	CH476603.1.region003	X	NIH	X
186	X	X	X	X	X	EAU32658	6011	4240	1	X	NIH	CH476603.1.region003	X	NIH	X
187	X	X	X	X	X	EAU32657	3571	1751	-1	X	NIH	CH476603.1.region003	X	NIH	X
188	X	X	X	X	X	EAU32656	1275	809	1	X	NIH	CH476603.1.region003	X	NIH	X
189	X	X	X	X	X	EAU32655	577	1	-1	X	NIH	CH476603.1.region003	X	NIH	X
190	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	EAU39565	46157	44563	-1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
191	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	EAU39564	44139	42400	1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
192	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	EAU39563	41124	39579	-1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
193	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	EAU39562	39486	38209	1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
194	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	EAU39560	35867	33038	-1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
195	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	EAU39559	32108	20001	-1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
196	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	EAU39558	19969	19118	1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
197	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	EAU39558	18811	17577	1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
198	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	nohomolog	14016	13052	-1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
199	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	EAU39557	12869	11516	1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
200	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	nohomolog	10215	7753	1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
201	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	nohomolog	6117	3838	1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
202	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	nohomolog	2664	2481	1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
203	7410	12.0	12	0.6428571428571429	LWBM01000026.1.region008	nohomolog	2313	1599	-1	9	antismash_GCA_001630395	CH476594.1.region010	10	NIH	antismashGCA001630395/LWBM010000261region008/svg/clusterblast1_1
204	X	X	X	X	X	EAU39566	40655	39653	-1	X	NIH	CH476594.1.region010	X	NIH	X
205	X	X	X	X	X	EAU39565	37012	34223	-1	X	NIH	CH476594.1.region010	X	NIH	X
206	X	X	X	X	X	EAU39564	33612	32559	1	X	NIH	CH476594.1.region010	X	NIH	X
207	X	X	X	X	X	EAU39563	31009	29738	-1	X	NIH	CH476594.1.region010	X	NIH	X
208	X	X	X	X	X	EAU39562	29079	28311	1	X	NIH	CH476594.1.region010	X	NIH	X
209	X	X	X	X	X	EAU39561	27629	26689	-1	X	NIH	CH476594.1.region010	X	NIH	X
210	X	X	X	X	X	EAU39560	26026	23197	-1	X	NIH	CH476594.1.region010	X	NIH	X
211	X	X	X	X	X	EAU39559	22058	20001	-1	X	NIH	CH476594.1.region010	X	NIH	X
212	X	X	X	X	X	EAU39558	10128	7736	1	X	NIH	CH476594.1.region010	X	NIH	X
213	X	X	X	X	X	EAU39557	4346	1675	1	X	NIH	CH476594.1.region010	X	NIH	X
214	9915	9.5	9	1.1428571428571428	LWBM01000026.1.region007	EAU39497	25442	24909	1	8	antismash_GCA_001630395	CH476594.1.region008	8	NIH	antismashGCA001630395/LWBM010000261region007/svg/clusterblast1_1
215	9915	9.5	9	1.1428571428571428	LWBM01000026.1.region007	EAU39496	24163	21447	-1	8	antismash_GCA_001630395	CH476594.1.region008	8	NIH	antismashGCA001630395/LWBM010000261region007/svg/clusterblast1_1
216	9915	9.5	9	1.1428571428571428	LWBM01000026.1.region007	EAU39495	21189	18655	-1	8	antismash_GCA_001630395	CH476594.1.region008	8	NIH	antismashGCA001630395/LWBM010000261region007/svg/clusterblast1_1
217	9915	9.5	9	1.1428571428571428	LWBM01000026.1.region007	EAU39494	18054	15944	-1	8	antismash_GCA_001630395	CH476594.1.region008	8	NIH	antismashGCA001630395/LWBM010000261region007/svg/clusterblast1_1
218	9915	9.5	9	1.1428571428571428	LWBM01000026.1.region007	EAU39493	15347	10001	1	8	antismash_GCA_001630395	CH476594.1.region008	8	NIH	antismashGCA001630395/LWBM010000261region007/svg/clusterblast1_1
219	9915	9.5	9	1.1428571428571428	LWBM01000026.1.region007	EAU39492	8663	7697	-1	8	antismash_GCA_001630395	CH476594.1.region008	8	NIH	antismashGCA001630395/LWBM010000261region007/svg/clusterblast1_1
220	9915	9.5	9	1.1428571428571428	LWBM01000026.1.region007	EAU39490	7128	3348	-1	8	antismash_GCA_001630395	CH476594.1.region008	8	NIH	antismashGCA001630395/LWBM010000261region007/svg/clusterblast1_1
221	X	X	X	X	X	EAU39497	26025	25181	1	X	NIH	CH476594.1.region008	X	NIH	X
222	X	X	X	X	X	EAU39496	24238	22437	-1	X	NIH	CH476594.1.region008	X	NIH	X
223	X	X	X	X	X	EAU39495	21772	19238	-1	X	NIH	CH476594.1.region008	X	NIH	X
224	X	X	X	X	X	EAU39494	18637	16527	-1	X	NIH	CH476594.1.region008	X	NIH	X
225	X	X	X	X	X	EAU39493	15930	10001	1	X	NIH	CH476594.1.region008	X	NIH	X
226	X	X	X	X	X	EAU39492	9246	8280	-1	X	NIH	CH476594.1.region008	X	NIH	X
227	X	X	X	X	X	EAU39491	7711	5277	-1	X	NIH	CH476594.1.region008	X	NIH	X
228	X	X	X	X	X	EAU39490	4746	3931	-1	X	NIH	CH476594.1.region008	X	NIH	X
229	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	37329	36762	1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
230	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	35562	33653	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
231	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	31980	29838	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
232	640	2.0	2	0.125	LWBM01000026.1.region006	EAU36365	29459	28574	1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
234	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	26379	25669	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
235	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	24757	23723	1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
236	640	2.0	2	0.125	LWBM01000026.1.region006	EAU36364	22802	19914	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
237	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	18666	18082	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
238	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	16784	16188	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
239	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	16128	15049	1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
240	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	14214	13527	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
241	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	11464	9395	1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
242	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	7105	4668	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
243	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	3462	2477	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
244	640	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	2264	1	-1	2	antismash_GCA_001630395	CH476597.1.region003	17	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_4
245	X	X	X	X	X	EAU36372	39708	37681	-1	X	NIH	CH476597.1.region003	X	NIH	X
246	X	X	X	X	X	EAU36371	37500	35518	1	X	NIH	CH476597.1.region003	X	NIH	X
247	X	X	X	X	X	EAU36370	33599	32651	-1	X	NIH	CH476597.1.region003	X	NIH	X
248	X	X	X	X	X	EAU36369	32096	31500	1	X	NIH	CH476597.1.region003	X	NIH	X
249	X	X	X	X	X	EAU36368	31075	29185	1	X	NIH	CH476597.1.region003	X	NIH	X
250	X	X	X	X	X	EAU36367	26040	24904	-1	X	NIH	CH476597.1.region003	X	NIH	X
251	X	X	X	X	X	EAU36366	24364	22979	1	X	NIH	CH476597.1.region003	X	NIH	X
252	X	X	X	X	X	EAU36365	22465	21201	-1	X	NIH	CH476597.1.region003	X	NIH	X
253	X	X	X	X	X	EAU36364	20294	17763	-1	X	NIH	CH476597.1.region003	X	NIH	X
254	X	X	X	X	X	EAU36363	17224	16498	1	X	NIH	CH476597.1.region003	X	NIH	X
255	X	X	X	X	X	EAU36362	15955	15209	1	X	NIH	CH476597.1.region003	X	NIH	X
256	X	X	X	X	X	EAU36361	14681	13357	1	X	NIH	CH476597.1.region003	X	NIH	X
257	X	X	X	X	X	EAU36360	11186	9317	1	X	NIH	CH476597.1.region003	X	NIH	X
258	X	X	X	X	X	EAU36359	8667	4458	-1	X	NIH	CH476597.1.region003	X	NIH	X
259	X	X	X	X	X	EAU36358	4243	3595	1	X	NIH	CH476597.1.region003	X	NIH	X
260	X	X	X	X	X	EAU36357	3123	1781	-1	X	NIH	CH476597.1.region003	X	NIH	X
261	X	X	X	X	X	EAU36356	789	1	-1	X	NIH	CH476597.1.region003	X	NIH	X
262	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	37329	36762	1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
263	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	35562	33653	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
264	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	31980	29838	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
265	684	2.0	2	0.125	LWBM01000026.1.region006	EAU36092	29459	28574	1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
267	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	26379	25669	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
268	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	24757	23723	1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
269	684	2.0	2	0.125	LWBM01000026.1.region006	EAU36089	22802	19914	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
270	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	18666	18082	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
271	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	16784	16188	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
272	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	16128	15049	1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
273	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	14214	13527	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
274	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	11464	9395	1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
275	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	7105	4668	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
276	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	3462	2477	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
277	684	2.0	2	0.125	LWBM01000026.1.region006	nohomolog	2264	1	-1	2	antismash_GCA_001630395	CH476597.1.region001	19	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_3
278	X	X	X	X	X	EAU36102	46617	45275	-1	X	NIH	CH476597.1.region001	X	NIH	X
279	X	X	X	X	X	EAU36101	44170	43289	-1	X	NIH	CH476597.1.region001	X	NIH	X
280	X	X	X	X	X	EAU36100	42320	41749	-1	X	NIH	CH476597.1.region001	X	NIH	X
281	X	X	X	X	X	EAU36099	41241	39280	1	X	NIH	CH476597.1.region001	X	NIH	X
282	X	X	X	X	X	EAU36098	38647	37535	-1	X	NIH	CH476597.1.region001	X	NIH	X
283	X	X	X	X	X	EAU36097	36917	35592	-1	X	NIH	CH476597.1.region001	X	NIH	X
284	X	X	X	X	X	EAU36096	34958	33912	-1	X	NIH	CH476597.1.region001	X	NIH	X
285	X	X	X	X	X	EAU36095	33393	32596	1	X	NIH	CH476597.1.region001	X	NIH	X
286	X	X	X	X	X	EAU36094	31746	30373	1	X	NIH	CH476597.1.region001	X	NIH	X
287	X	X	X	X	X	EAU36093	29363	27918	-1	X	NIH	CH476597.1.region001	X	NIH	X
288	X	X	X	X	X	EAU36092	27318	25827	-1	X	NIH	CH476597.1.region001	X	NIH	X
289	X	X	X	X	X	EAU36091	24237	23369	-1	X	NIH	CH476597.1.region001	X	NIH	X
290	X	X	X	X	X	EAU36090	22475	21644	1	X	NIH	CH476597.1.region001	X	NIH	X
291	X	X	X	X	X	EAU36089	21260	18347	-1	X	NIH	CH476597.1.region001	X	NIH	X
292	X	X	X	X	X	EAU36088	17815	13467	1	X	NIH	CH476597.1.region001	X	NIH	X
293	X	X	X	X	X	EAU36087	11674	10133	-1	X	NIH	CH476597.1.region001	X	NIH	X
294	X	X	X	X	X	EAU36086	8724	7431	1	X	NIH	CH476597.1.region001	X	NIH	X
295	X	X	X	X	X	EAU36085	6580	1700	-1	X	NIH	CH476597.1.region001	X	NIH	X
296	X	X	X	X	X	EAU36084	422	1	-1	X	NIH	CH476597.1.region001	X	NIH	X
297	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	37329	36762	1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
298	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	35562	33653	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
299	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	31980	29838	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
300	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	29459	28574	1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
302	824	2.5	2	0.125	LWBM01000026.1.region006	EAU29429	26379	25669	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
303	824	2.5	2	0.125	LWBM01000026.1.region006	EAU29430	24757	23723	1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
304	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	22802	19914	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
305	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	18666	18082	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
306	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	16784	16188	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
307	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	16128	15049	1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
308	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	14214	13527	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
309	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	11464	9395	1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
310	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	7105	4668	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
311	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	3462	2477	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
312	824	2.5	2	0.125	LWBM01000026.1.region006	nohomolog	2264	1	-1	2	antismash_GCA_001630395	CH476609.1.region002	7	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_2
313	X	X	X	X	X	EAU29433	18823	17302	-1	X	NIH	CH476609.1.region002	X	NIH	X
314	X	X	X	X	X	EAU29432	16676	16288	-1	X	NIH	CH476609.1.region002	X	NIH	X
315	X	X	X	X	X	EAU29431	15642	14950	-1	X	NIH	CH476609.1.region002	X	NIH	X
316	X	X	X	X	X	EAU29430	13048	11603	-1	X	NIH	CH476609.1.region002	X	NIH	X
317	X	X	X	X	X	EAU29429	11417	10001	1	X	NIH	CH476609.1.region002	X	NIH	X
318	X	X	X	X	X	EAU29428	8492	4413	1	X	NIH	CH476609.1.region002	X	NIH	X
319	X	X	X	X	X	EAU29427	3621	2052	-1	X	NIH	CH476609.1.region002	X	NIH	X
320	10011	16.5	16	0.8125	LWBM01000026.1.region006	nohomolog	37329	36762	1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
321	10011	16.5	16	0.8125	LWBM01000026.1.region006	EAU39353	35562	33653	-1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
322	10011	16.5	16	0.8125	LWBM01000026.1.region006	EAU39351	31980	29838	-1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
323	10011	16.5	16	0.8125	LWBM01000026.1.region006	EAU39349	29459	28574	1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
325	10011	16.5	16	0.8125	LWBM01000026.1.region006	EAU39348	26379	25669	-1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
326	10011	16.5	16	0.8125	LWBM01000026.1.region006	EAU39347	24757	23723	1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
327	10011	16.5	16	0.8125	LWBM01000026.1.region006	EAU39346	22802	19914	-1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
328	10011	16.5	16	0.8125	LWBM01000026.1.region006	EAU39345	18666	18082	-1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
329	10011	16.5	16	0.8125	LWBM01000026.1.region006	nohomolog	16784	16188	-1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
330	10011	16.5	16	0.8125	LWBM01000026.1.region006	EAU39344	16128	15049	1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
331	10011	16.5	16	0.8125	LWBM01000026.1.region006	nohomolog	14214	13527	-1	13	antismash_GCA_001630395	CH476594.1.region006	15	NIH	antismashGCA001630395/LWBM010000261region006/svg/clusterblast1_1
